['whimpers', 0.9994876395436256]
['diplomatist', 0.9545788646964058]
['orally', 0.9545788646964058]
['imagines', 0.9545788646964058]
['aggressive', 0.9545788646964058]
['welcomed', 0.9545788646964058]
['fit', 0.9545788646964058]
['loveliest', 0.9545788646964058]
['compels', 0.9545788646964058]
['reformatory', 0.9545788646964058]
['chabot', 0.9545788646964058]
['zion', 0.9545788646964058]
['exasperating', 0.9545788646964058]
['rumpus', 0.9545788646964058]
['dyes', 0.9545788646964058]
['beware', 0.9545788646964058]
['pouvoirs', 0.9545788646964058]
['24th', 0.9545788646964058]
['investment', 0.9545788646964058]
['dwells', 0.9545788646964058]
['cessation', 0.9545788646964058]
['fragrance', 0.9545788646964058]
['learn', 0.9545788646964058]
['knocked', 0.9545788646964058]
['installed', 0.9545788646964058]
['signs', 0.9545788646964058]
['preservation', 0.9545788646964058]
['syringes', 0.9545788646964058]
['also', 0.9545788646964058]
['seize', 0.9545788646964058]
['insane', 0.9545788646964058]
['untouched', 0.9545788646964058]
['bell', 0.9545788646964058]
['acted', 0.9545788646964058]
['satire', 0.9545788646964058]
['infect', 0.9545788646964058]
['vow', 0.9545788646964058]
['vox', 0.9545788646964058]
['breasted', 0.9545788646964058]
['into', 0.9545788646964058]
['enthusiasms', 0.9545788646964058]
['beverage', 0.9545788646964058]
['humpback', 0.9545788646964058]
['glows', 0.9545788646964058]
['_shoon', 0.9545788646964058]
['flowing', 0.9545788646964058]
['harassing', 0.9545788646964058]
['archytas', 0.9545788646964058]
['maw_', 0.9545788646964058]
['lock', 0.9545788646964058]
['directs', 0.9545788646964058]
['physicians', 0.9545788646964058]
['snaky', 0.9545788646964058]
['unprepared', 0.9545788646964058]
['chilly', 0.9545788646964058]
['desagreable', 0.9545788646964058]
['lithographically', 0.9545788646964058]
['allusion', 0.9545788646964058]
['strengthener', 0.9545788646964058]
['hateful', 0.9545788646964058]
['we_', 0.9545788646964058]
['parler', 0.9545788646964058]
['villainous', 0.9545788646964058]
['searched', 0.9545788646964058]
['integrity', 0.9545788646964058]
['lonesome', 0.9545788646964058]
['recovery', 0.9545788646964058]
['shakin', 0.9545788646964058]
['arch', 0.9545788646964058]
['disputes', 0.9545788646964058]
['forcibly', 0.9545788646964058]
['portraits', 0.9545788646964058]
['drawl', 0.9545788646964058]
['paster', 0.9545788646964058]
['annees', 0.9545788646964058]
['cooled', 0.9545788646964058]
['partridges', 0.9545788646964058]
['dismalness', 0.9545788646964058]
['12th', 0.9545788646964058]
['naming', 0.9545788646964058]
['consecrate', 0.9545788646964058]
['authorising', 0.9545788646964058]
['mrs', 0.9545788646964058]
['beseems', 0.9545788646964058]
['_caballo_', 0.9545788646964058]
['greetings', 0.9545788646964058]
['verse', 0.9545788646964058]
['cheerily', 0.9545788646964058]
['francis', 0.9545788646964058]
['start', 0.9545788646964058]
['whistling', 0.9545788646964058]
['loyally', 0.9545788646964058]
['moonlight', 0.9545788646964058]
['unenforceability', 0.9545788646964058]
['ceaseless', 0.9545788646964058]
['4557', 0.9545788646964058]
['adieux', 0.9545788646964058]
['inspired', 0.9545788646964058]
['conventional', 0.9545788646964058]
['_ameto', 0.9545788646964058]
['founders', 0.9545788646964058]
['stateroom', 0.9545788646964058]
['bless', 0.9545788646964058]
['obligated', 0.9545788646964058]
['heavy', 0.9545788646964058]
['punitive', 0.9545788646964058]
['anarchy', 0.9545788646964058]
['safety', 0.9545788646964058]
['visione', 0.9545788646964058]
['1913', 0.9545788646964058]
['hired', 0.9545788646964058]
['astern', 0.9545788646964058]
['combinations', 0.9545788646964058]
['culture', 0.9545788646964058]
['forgotten', 0.9545788646964058]
['richter', 0.9545788646964058]
['suddenness', 0.9545788646964058]
['petticoats', 0.9545788646964058]
['ordered', 0.9545788646964058]
['ancestors', 0.9545788646964058]
['graphically', 0.9545788646964058]
['orbit', 0.9545788646964058]
['ignorant', 0.9545788646964058]
['formally', 0.9545788646964058]
['meek', 0.9545788646964058]
['clytemnestra', 0.9545788646964058]
['tens', 0.9545788646964058]
['direst', 0.9545788646964058]
['tent', 0.9545788646964058]
['merry', 0.9545788646964058]
['strains', 0.9545788646964058]
['diplomats', 0.9545788646964058]
['fearest', 0.9545788646964058]
['examined', 0.9545788646964058]
['comete', 0.9545788646964058]
['cometh', 0.9545788646964058]
['necessary', 0.9545788646964058]
['lose', 0.9545788646964058]
['glare', 0.9545788646964058]
['tellings', 0.9545788646964058]
['reaching', 0.9545788646964058]
['additional', 0.9545788646964058]
['valerian', 0.9545788646964058]
['highest', 0.9545788646964058]
['kisses', 0.9545788646964058]
['beats', 0.9545788646964058]
['functions', 0.9545788646964058]
['_christus', 0.9545788646964058]
['swab', 0.9545788646964058]
['sway', 0.9545788646964058]
['met', 0.9545788646964058]
['tranquillized', 0.9545788646964058]
['witcheries', 0.9545788646964058]
['parkinson', 0.9545788646964058]
['astor', 0.9545788646964058]
['sham', 0.9545788646964058]
['schisms', 0.9545788646964058]
['detestation', 0.9545788646964058]
['abate', 0.9545788646964058]
['chinked', 0.9545788646964058]
['enraged', 0.9545788646964058]
['fictions', 0.9545788646964058]
['matting', 0.9545788646964058]
['palace', 0.9545788646964058]
['rattle', 0.9545788646964058]
['maria', 0.9545788646964058]
['observation', 0.9545788646964058]
['godliness', 0.9545788646964058]
['insinuated', 0.9545788646964058]
['perlite', 0.9545788646964058]
['deepen', 0.9545788646964058]
['inscrutable', 0.9545788646964058]
['impelling', 0.9545788646964058]
['etiquette', 0.9545788646964058]
['assigned', 0.9545788646964058]
['discreet', 0.9545788646964058]
['theorists', 0.9545788646964058]
['thinner', 0.9545788646964058]
['bragance', 0.9545788646964058]
['happening', 0.9545788646964058]
['idolatry', 0.9545788646964058]
['talker', 0.9545788646964058]
['filled', 0.9545788646964058]
['colonization', 0.9545788646964058]
['bow', 0.9545788646964058]
['swamping', 0.9545788646964058]
['waist', 0.9545788646964058]
['first', 0.9545788646964058]
['entrances', 0.9545788646964058]
['squat', 0.9545788646964058]
['arguing', 0.9545788646964058]
['roused', 0.9545788646964058]
['supposition', 0.9545788646964058]
['bedside', 0.9545788646964058]
['enthusiasm', 0.9545788646964058]
['seared', 0.9545788646964058]
['overmatch', 0.9545788646964058]
['undertone', 0.9545788646964058]
['dreamless', 0.9545788646964058]
['philosophically', 0.9545788646964058]
['declaration', 0.9545788646964058]
['zanchius', 0.9545788646964058]
['woodland', 0.9545788646964058]
['images', 0.9545788646964058]
['reconnoitered', 0.9545788646964058]
['fitness', 0.9545788646964058]
['occultations', 0.9545788646964058]
['powerless', 0.9545788646964058]
['flyin', 0.9545788646964058]
['shattered', 0.9545788646964058]
['washing', 0.9545788646964058]
['sweetly', 0.9545788646964058]
['carcass', 0.9545788646964058]
['misery', 0.9545788646964058]
['recall', 0.9545788646964058]
['dazed', 0.9545788646964058]
['emaciated', 0.9545788646964058]
['resentments', 0.9545788646964058]
['invigoration', 0.9545788646964058]
['sciving', 0.9545788646964058]
['showers', 0.9545788646964058]
['serene', 0.9545788646964058]
['rebels', 0.9545788646964058]
['swelling', 0.9545788646964058]
['quarrelsome', 0.9545788646964058]
['screened', 0.9545788646964058]
['faithfully', 0.9545788646964058]
['stoves', 0.9545788646964058]
['ardour', 0.9545788646964058]
['irritable', 0.9545788646964058]
['cur', 0.9545788646964058]
['marrying', 0.9545788646964058]
['teuton', 0.9545788646964058]
['easter', 0.9545788646964058]
['austria', 0.9545788646964058]
['relapsed', 0.9545788646964058]
['curt', 0.9545788646964058]
['consulted', 0.9545788646964058]
['cellar', 0.9545788646964058]
['pleasing', 0.9545788646964058]
['thronging', 0.9545788646964058]
['mayhap', 0.9545788646964058]
['carlo', 0.9545788646964058]
['assisted', 0.9545788646964058]
['access', 0.9545788646964058]
['apologetic', 0.9545788646964058]
['packing', 0.9545788646964058]
['composed', 0.9545788646964058]
['monseigneur', 0.9545788646964058]
['horns', 0.9545788646964058]
['flattering', 0.9545788646964058]
['accredited', 0.9545788646964058]
['approached', 0.9545788646964058]
['allied', 0.9545788646964058]
['incentive', 0.9545788646964058]
['prisoner', 0.9545788646964058]
['inexorable', 0.9545788646964058]
['disease', 0.9545788646964058]
['traitor', 0.9545788646964058]
['placidly', 0.9545788646964058]
['statues', 0.9545788646964058]
['deflected', 0.9545788646964058]
['swimmer', 0.9545788646964058]
['closets', 0.9545788646964058]
['sigur', 0.9545788646964058]
['nevertheless', 0.9545788646964058]
['wreckage', 0.9545788646964058]
['rushes', 0.9545788646964058]
['measure', 0.9545788646964058]
['conveys', 0.9545788646964058]
['gratification', 0.9545788646964058]
['conceive', 0.9545788646964058]
['oaths', 0.9545788646964058]
['luggage', 0.9545788646964058]
['prints', 0.9545788646964058]
['joined', 0.9545788646964058]
['spendthrifts', 0.9545788646964058]
['tourists', 0.9545788646964058]
['screws', 0.9545788646964058]
['disorganised', 0.9545788646964058]
['potency', 0.9545788646964058]
['mus', 0.9545788646964058]
['discovery', 0.9545788646964058]
['reiterate', 0.9545788646964058]
['rims', 0.9545788646964058]
['natives', 0.9545788646964058]
['chazy', 0.9545788646964058]
['schiller', 0.9545788646964058]
['rumor', 0.9545788646964058]
['pursues', 0.9545788646964058]
['contests', 0.9545788646964058]
['objurgatory', 0.9545788646964058]
['row', 0.9545788646964058]
['illustrating', 0.9545788646964058]
['requited', 0.9545788646964058]
['confucius', 0.9545788646964058]
['critic', 0.9545788646964058]
['fern', 0.9545788646964058]
['subjection', 0.9545788646964058]
['browed', 0.9545788646964058]
['cheerfully', 0.9545788646964058]
['resembling', 0.9545788646964058]
['cheap', 0.9545788646964058]
['trot', 0.9545788646964058]
['surfaces', 0.9545788646964058]
['contract', 0.9545788646964058]
['conjointly', 0.9545788646964058]
['weed', 0.9545788646964058]
['moon', 0.9545788646964058]
['grasp', 0.9545788646964058]
['piracy', 0.9545788646964058]
['roses', 0.9545788646964058]
['lumberman', 0.9545788646964058]
['brien', 0.9545788646964058]
['sum', 0.9545788646964058]
['version', 0.9545788646964058]
['pulpit', 0.9545788646964058]
['sur', 0.9545788646964058]
['naval', 0.9545788646964058]
['flag', 0.9545788646964058]
['presumed', 0.9545788646964058]
['hunted', 0.9545788646964058]
['mathematician', 0.9545788646964058]
['intolerable', 0.9545788646964058]
['oppressed', 0.9545788646964058]
['storm', 0.9545788646964058]
['rifle', 0.9545788646964058]
['electric', 0.9545788646964058]
['till_', 0.9545788646964058]
['unbiassed', 0.9545788646964058]
['workmen', 0.9545788646964058]
['credence', 0.9545788646964058]
['try', 0.9545788646964058]
['rudolph', 0.9545788646964058]
['separately', 0.9545788646964058]
['disinclines', 0.9545788646964058]
['contrasting', 0.9545788646964058]
['elixir', 0.9545788646964058]
['lifeless', 0.9545788646964058]
['warmed', 0.9545788646964058]
['steeped', 0.9545788646964058]
['princeps', 0.9545788646964058]
['discordant', 0.9545788646964058]
['loyalty', 0.9545788646964058]
['include', 0.9545788646964058]
['disclaimer', 0.9545788646964058]
['toils', 0.9545788646964058]
['wrestling', 0.9545788646964058]
['falsity', 0.9545788646964058]
['opiates', 0.9545788646964058]
['kaleidoscopic', 0.9545788646964058]
['provoke', 0.9545788646964058]
['sidewalks', 0.9545788646964058]
['tack', 0.9545788646964058]
['whilst', 0.9545788646964058]
['arbitrations', 0.9545788646964058]
['ambition', 0.9545788646964058]
['regiomontanus', 0.9545788646964058]
['acknowledgment', 0.9545788646964058]
['vapouring', 0.9545788646964058]
['why', 0.9545788646964058]
['oscillated', 0.9545788646964058]
['pipe', 0.9545788646964058]
['married', 0.9545788646964058]
['juror', 0.9545788646964058]
['luminous', 0.9545788646964058]
['thus', 0.9545788646964058]
['geographical', 0.9545788646964058]
['volume', 0.9545788646964058]
['monastic', 0.9545788646964058]
['intimidating', 0.9545788646964058]
['conclusion', 0.9545788646964058]
['squeak', 0.9545788646964058]
['aegir', 0.9545788646964058]
['rancour', 0.9545788646964058]
['infringed', 0.9545788646964058]
['increasing', 0.9545788646964058]
['dory', 0.9545788646964058]
['_a', 0.9545788646964058]
['garment', 0.9545788646964058]
['swaths', 0.9545788646964058]
['fortnight', 0.9545788646964058]
['blinded', 0.9545788646964058]
['assured', 0.9545788646964058]
['engagement', 0.9545788646964058]
['dogmas', 0.9545788646964058]
['legs', 0.9545788646964058]
['entail', 0.9545788646964058]
['eagerly', 0.9545788646964058]
['looming', 0.9545788646964058]
['braying', 0.9545788646964058]
['flanked', 0.9545788646964058]
['disaster', 0.9545788646964058]
['fair', 0.9545788646964058]
['reprieved', 0.9545788646964058]
['drew', 0.9545788646964058]
['carbon', 0.9545788646964058]
['autoisi', 0.9545788646964058]
['readers', 0.9545788646964058]
['adventurer', 0.9545788646964058]
['life', 0.9545788646964058]
['adaptations', 0.9545788646964058]
['ilion', 0.9545788646964058]
['flippancy', 0.9545788646964058]
['forsaken', 0.9545788646964058]
['prologue', 0.9545788646964058]
['warring', 0.9545788646964058]
['gasps', 0.9545788646964058]
['therefrom', 0.9545788646964058]
['circumstantial', 0.9545788646964058]
['crutches', 0.9545788646964058]
['reorganization', 0.9545788646964058]
['divulged', 0.9545788646964058]
['cherished', 0.9545788646964058]
['valued', 0.9545788646964058]
['nether', 0.9545788646964058]
['grosser', 0.9545788646964058]
['snaps', 0.9545788646964058]
['misshapen', 0.9545788646964058]
['decades', 0.9545788646964058]
['equipage', 0.9545788646964058]
['woodcraft', 0.9545788646964058]
['rivalled', 0.9545788646964058]
['unconsciousness', 0.9545788646964058]
['flocks', 0.9545788646964058]
['agree', 0.9545788646964058]
['ac', 0.9545788646964058]
['original', 0.9545788646964058]
['crestfallen', 0.9545788646964058]
['_chug_', 0.9545788646964058]
['axis', 0.9545788646964058]
['earnings', 0.9545788646964058]
['pinted', 0.9545788646964058]
['silky', 0.9545788646964058]
['misses', 0.9545788646964058]
['attentions', 0.9545788646964058]
['historian', 0.9545788646964058]
['remembers', 0.9545788646964058]
['effecting', 0.9545788646964058]
['attacking', 0.9545788646964058]
['session', 0.9545788646964058]
['obscure', 0.9545788646964058]
['hooted', 0.9545788646964058]
['whole', 0.9545788646964058]
['volcanic', 0.9545788646964058]
['formats', 0.9545788646964058]
['lunacy', 0.9545788646964058]
['stables', 0.9545788646964058]
['be', 0.9545788646964058]
['agreement', 0.9545788646964058]
['by', 0.9545788646964058]
['forgave', 0.9545788646964058]
['primarily', 0.9545788646964058]
['impudent', 0.9545788646964058]
['imps', 0.9545788646964058]
['redeemed', 0.9545788646964058]
['walker', 0.9545788646964058]
['shrugged', 0.9545788646964058]
['disordered', 0.9545788646964058]
['herondas', 0.9545788646964058]
['let', 0.9545788646964058]
['standing', 0.9545788646964058]
['ministere', 0.9545788646964058]
['jeer', 0.9545788646964058]
['unpalatable', 0.9545788646964058]
['delightful', 0.9545788646964058]
['venom', 0.9545788646964058]
['oblong', 0.9545788646964058]
['straining', 0.9545788646964058]
['competency', 0.9545788646964058]
['_xii_', 0.9545788646964058]
['lyon', 0.9545788646964058]
['injustice', 0.9545788646964058]
['grinning', 0.9545788646964058]
['thief', 0.9545788646964058]
['unbent', 0.9545788646964058]
['footprints', 0.9545788646964058]
['cajoling', 0.9545788646964058]
['boreale', 0.9545788646964058]
['rural', 0.9545788646964058]
['29th', 0.9545788646964058]
['boats', 0.9545788646964058]
['consumes', 0.9545788646964058]
['green', 0.9545788646964058]
['greed', 0.9545788646964058]
['devote', 0.9545788646964058]
['consent', 0.9545788646964058]
['buffon', 0.9545788646964058]
['crimes', 0.9545788646964058]
['strangers', 0.9545788646964058]
['baltic', 0.9545788646964058]
['truthfulness', 0.9545788646964058]
['crooning', 0.9545788646964058]
['neighborhoods', 0.9545788646964058]
['accord', 0.9545788646964058]
['merchantibility', 0.9545788646964058]
['chimneys', 0.9545788646964058]
['abrupt', 0.9545788646964058]
['comparative', 0.9545788646964058]
['profounder', 0.9545788646964058]
['partridge', 0.9545788646964058]
['comments', 0.9545788646964058]
['theirs', 0.9545788646964058]
['pays', 0.9545788646964058]
['responding', 0.9545788646964058]
['physical', 0.9545788646964058]
['reception', 0.9545788646964058]
['adresser', 0.9545788646964058]
['vibrating', 0.9545788646964058]
