['fascinated', 0.9998402104864278]
['puny', 0.9656780827464143]
['anapaests', 0.9656780827464143]
['draft', 0.9656780827464143]
['realization', 0.9656780827464143]
['proving', 0.9656780827464143]
['sat', 0.9656780827464143]
['sale', 0.9656780827464143]
['defeating', 0.9656780827464143]
['landlady', 0.9656780827464143]
['pegasi', 0.9656780827464143]
['where', 0.9656780827464143]
['gratefully', 0.9656780827464143]
['spare', 0.9656780827464143]
['spark', 0.9656780827464143]
['suppressed', 0.9656780827464143]
['companionship', 0.9656780827464143]
['canoes', 0.9656780827464143]
['petulance', 0.9656780827464143]
['dumont', 0.9656780827464143]
['_diamon', 0.9656780827464143]
['travelin', 0.9656780827464143]
['favorite', 0.9656780827464143]
['slender', 0.9656780827464143]
['amusedly', 0.9656780827464143]
['futile', 0.9656780827464143]
['graduate', 0.9656780827464143]
['laying', 0.9656780827464143]
['imperceptibly', 0.9656780827464143]
['vii', 0.9656780827464143]
['revelled', 0.9656780827464143]
['utterness', 0.9656780827464143]
['incessantly', 0.9656780827464143]
['locking', 0.9656780827464143]
['snobs', 0.9656780827464143]
['critters', 0.9656780827464143]
['forwards', 0.9656780827464143]
['florist', 0.9656780827464143]
['fuller', 0.9656780827464143]
['dumbly', 0.9656780827464143]
['loaf', 0.9656780827464143]
['convicted', 0.9656780827464143]
['silenced', 0.9656780827464143]
['reinstalled', 0.9656780827464143]
['kissing', 0.9656780827464143]
['robin', 0.9656780827464143]
['crying', 0.9656780827464143]
['flannel', 0.9656780827464143]
['imposes', 0.9656780827464143]
['complainingly', 0.9656780827464143]
['repair', 0.9656780827464143]
['surpassing', 0.9656780827464143]
['patissiers', 0.9656780827464143]
['candidating', 0.9656780827464143]
['ago', 0.9656780827464143]
['furthest', 0.9656780827464143]
['continues', 0.9656780827464143]
['nussed', 0.9656780827464143]
['marry', 0.9656780827464143]
['hereditary', 0.9656780827464143]
['respectively', 0.9656780827464143]
['great', 0.9656780827464143]
['grandchild', 0.9656780827464143]
['infamy', 0.9656780827464143]
['dealings', 0.9656780827464143]
['balls', 0.9656780827464143]
['retreated', 0.9656780827464143]
['this', 0.9656780827464143]
['establishment', 0.9656780827464143]
['puckered', 0.9656780827464143]
['producer', 0.9656780827464143]
['trysting', 0.9656780827464143]
['bolting', 0.9656780827464143]
['transparent', 0.9656780827464143]
['undertaking', 0.9656780827464143]
['societe', 0.9656780827464143]
['society', 0.9656780827464143]
['perish', 0.9656780827464143]
['republique', 0.9656780827464143]
['accompany', 0.9656780827464143]
['theosophy', 0.9656780827464143]
['inscriptions', 0.9656780827464143]
['triumphal', 0.9656780827464143]
['05', 0.9656780827464143]
['wounded', 0.9656780827464143]
['trivial', 0.9656780827464143]
['interrogatively', 0.9656780827464143]
['poured', 0.9656780827464143]
['height', 0.9656780827464143]
['keystone', 0.9656780827464143]
['spots', 0.9656780827464143]
['monument', 0.9656780827464143]
['saves', 0.9656780827464143]
['votes', 0.9656780827464143]
['voted', 0.9656780827464143]
['furrowed', 0.9656780827464143]
['courrier', 0.9656780827464143]
['quaking', 0.9656780827464143]
['7th', 0.9656780827464143]
['incompatible', 0.9656780827464143]
['consisting', 0.9656780827464143]
['ignominious', 0.9656780827464143]
['eclipse', 0.9656780827464143]
['india', 0.9656780827464143]
['unlighted', 0.9656780827464143]
['lap', 0.9656780827464143]
['fan', 0.9656780827464143]
['fantastics', 0.9656780827464143]
['oppose', 0.9656780827464143]
['upshot', 0.9656780827464143]
['target', 0.9656780827464143]
['contrasted', 0.9656780827464143]
['conelike', 0.9656780827464143]
['confidingly', 0.9656780827464143]
['circled', 0.9656780827464143]
['sharks', 0.9656780827464143]
['versed', 0.9656780827464143]
['pursuing', 0.9656780827464143]
['steel', 0.9656780827464143]
['maclaren', 0.9656780827464143]
['overgrown', 0.9656780827464143]
['wider', 0.9656780827464143]
['allurement', 0.9656780827464143]
['hoist', 0.9656780827464143]
['_illustrations', 0.9656780827464143]
['outcries', 0.9656780827464143]
['schermerhorn', 0.9656780827464143]
['exile', 0.9656780827464143]
['pandit', 0.9656780827464143]
['horizon', 0.9656780827464143]
['treble', 0.9656780827464143]
['prisoners', 0.9656780827464143]
['maxim', 0.9656780827464143]
['maddest', 0.9656780827464143]
['wintry', 0.9656780827464143]
['dace', 0.9656780827464143]
['shrine', 0.9656780827464143]
['sighted', 0.9656780827464143]
['comeliness', 0.9656780827464143]
['provision', 0.9656780827464143]
['cairo', 0.9656780827464143]
['couldn', 0.9656780827464143]
['yourself', 0.9656780827464143]
['jutted', 0.9656780827464143]
['flatly', 0.9656780827464143]
['complexion', 0.9656780827464143]
['whipped', 0.9656780827464143]
['notice', 0.9656780827464143]
['pluck', 0.9656780827464143]
['wreaths', 0.9656780827464143]
['odes', 0.9656780827464143]
['centuries', 0.9656780827464143]
['despatched', 0.9656780827464143]
['fidgeted', 0.9656780827464143]
['laboratories', 0.9656780827464143]
['wrecks', 0.9656780827464143]
['bellamy', 0.9656780827464143]
['forks', 0.9656780827464143]
['cats', 0.9656780827464143]
['scanned', 0.9656780827464143]
['_work_', 0.9656780827464143]
['repay', 0.9656780827464143]
['profits', 0.9656780827464143]
['rogue', 0.9656780827464143]
['gyves', 0.9656780827464143]
['casual', 0.9656780827464143]
['obtrude', 0.9656780827464143]
['zanzibar', 0.9656780827464143]
['grizzled', 0.9656780827464143]
['moaning', 0.9656780827464143]
['lycees', 0.9656780827464143]
['attendants', 0.9656780827464143]
['concentration', 0.9656780827464143]
['lid', 0.9656780827464143]
['chirruped', 0.9656780827464143]
['celebrities', 0.9656780827464143]
['cords', 0.9656780827464143]
['basement', 0.9656780827464143]
['exhibiting', 0.9656780827464143]
['probably', 0.9656780827464143]
['craters', 0.9656780827464143]
['gaunt', 0.9656780827464143]
['mumble', 0.9656780827464143]
['arrest', 0.9656780827464143]
['loosened', 0.9656780827464143]
['poland', 0.9656780827464143]
['saddles', 0.9656780827464143]
['guest_', 0.9656780827464143]
['react', 0.9656780827464143]
['tracing', 0.9656780827464143]
['hinge', 0.9656780827464143]
['bewilders', 0.9656780827464143]
['electrical', 0.9656780827464143]
['nay', 0.9656780827464143]
['militaire', 0.9656780827464143]
['exits', 0.9656780827464143]
['carter', 0.9656780827464143]
['prescribe', 0.9656780827464143]
['daybreak', 0.9656780827464143]
['nonchalance', 0.9656780827464143]
['vehicle', 0.9656780827464143]
['becomes', 0.9656780827464143]
['immoral', 0.9656780827464143]
['crazed', 0.9656780827464143]
['seniors', 0.9656780827464143]
['strokes', 0.9656780827464143]
['pities', 0.9656780827464143]
['bears', 0.9656780827464143]
['powder', 0.9656780827464143]
['poet', 0.9656780827464143]
['uplifted', 0.9656780827464143]
['senses', 0.9656780827464143]
['chalk', 0.9656780827464143]
['coating', 0.9656780827464143]
['balloon', 0.9656780827464143]
['theodor', 0.9656780827464143]
['contests_', 0.9656780827464143]
['lured', 0.9656780827464143]
['sleighs', 0.9656780827464143]
['balkans', 0.9656780827464143]
['madame', 0.9656780827464143]
['penny', 0.9656780827464143]
['cavalry', 0.9656780827464143]
['ecstatic', 0.9656780827464143]
['portion', 0.9656780827464143]
['spouts', 0.9656780827464143]
['secondly', 0.9656780827464143]
['even', 0.9656780827464143]
['ever', 0.9656780827464143]
['eyebrows', 0.9656780827464143]
['calm', 0.9656780827464143]
['peeping', 0.9656780827464143]
['oarsmen', 0.9656780827464143]
['quo_', 0.9656780827464143]
['unpretending', 0.9656780827464143]
['betted', 0.9656780827464143]
['carve', 0.9656780827464143]
['downs', 0.9656780827464143]
['afforded', 0.9656780827464143]
['successively', 0.9656780827464143]
['principles', 0.9656780827464143]
['principled', 0.9656780827464143]
['usages', 0.9656780827464143]
['fathomless', 0.9656780827464143]
['venezuela', 0.9656780827464143]
['bar', 0.9656780827464143]
['softly', 0.9656780827464143]
['mournfully', 0.9656780827464143]
['sevres', 0.9656780827464143]
['adventer', 0.9656780827464143]
['lumberin', 0.9656780827464143]
['unnoted', 0.9656780827464143]
['mythological', 0.9656780827464143]
['distorts', 0.9656780827464143]
['overt', 0.9656780827464143]
['potential', 0.9656780827464143]
['notorious', 0.9656780827464143]
['offering', 0.9656780827464143]
['unholy', 0.9656780827464143]
['sabres', 0.9656780827464143]
['unpleasant', 0.9656780827464143]
['pious', 0.9656780827464143]
['did', 0.9656780827464143]
['acceptably', 0.9656780827464143]
['fly', 0.9656780827464143]
['quivery', 0.9656780827464143]
['slily', 0.9656780827464143]
['mais', 0.9656780827464143]
['ours', 0.9656780827464143]
['possess', 0.9656780827464143]
['requesting', 0.9656780827464143]
['ministry', 0.9656780827464143]
['personalities', 0.9656780827464143]
['slept', 0.9656780827464143]
['dash', 0.9656780827464143]
['normal', 0.9656780827464143]
['moaned', 0.9656780827464143]
['whispered', 0.9656780827464143]
['despaired', 0.9656780827464143]
['mart', 0.9656780827464143]
['employments', 0.9656780827464143]
['gripped', 0.9656780827464143]
['pat', 0.9656780827464143]
['seagulls', 0.9656780827464143]
['running', 0.9656780827464143]
['gates', 0.9656780827464143]
['mon', 0.9656780827464143]
['critical', 0.9656780827464143]
['finicky', 0.9656780827464143]
['practical', 0.9656780827464143]
['road', 0.9656780827464143]
['decisive', 0.9656780827464143]
['deepened', 0.9656780827464143]
['fellow', 0.9656780827464143]
['prudent', 0.9656780827464143]
['awkwardly', 0.9656780827464143]
['preordained', 0.9656780827464143]
['abt', 0.9656780827464143]
['coronet', 0.9656780827464143]
['speeches', 0.9656780827464143]
['eat_', 0.9656780827464143]
['oblique', 0.9656780827464143]
['forthwith', 0.9656780827464143]
['lookout', 0.9656780827464143]
['muscles', 0.9656780827464143]
['favorably', 0.9656780827464143]
['excels', 0.9656780827464143]
['cunningest', 0.9656780827464143]
['adapts', 0.9656780827464143]
['vine', 0.9656780827464143]
['medley', 0.9656780827464143]
['surrendered', 0.9656780827464143]
['11th', 0.9656780827464143]
['donate', 0.9656780827464143]
['cubes', 0.9656780827464143]
['prosecuting', 0.9656780827464143]
['headaches', 0.9656780827464143]
['foreshadowed', 0.9656780827464143]
['imperialist', 0.9656780827464143]
['drawbacks', 0.9656780827464143]
['supersede', 0.9656780827464143]
['profoundly', 0.9656780827464143]
['serves', 0.9656780827464143]
['ourselves', 0.9656780827464143]
['misplaced', 0.9656780827464143]
['transmuted', 0.9656780827464143]
['icarus', 0.9656780827464143]
['accidental', 0.9656780827464143]
['oedipus', 0.9656780827464143]
['vehicles', 0.9656780827464143]
['2001', 0.9656780827464143]
['maintain', 0.9656780827464143]
['justification', 0.9656780827464143]
['tenue', 0.9656780827464143]
['extreme', 0.9656780827464143]
['extravagance', 0.9656780827464143]
['scandal', 0.9656780827464143]
['impotency', 0.9656780827464143]
['eccentricity', 0.9656780827464143]
['billed', 0.9656780827464143]
['flacons', 0.9656780827464143]
['stock', 0.9656780827464143]
['united', 0.9656780827464143]
['furnish', 0.9656780827464143]
['shreds', 0.9656780827464143]
['relativity', 0.9656780827464143]
['day', 0.9656780827464143]
['estranged', 0.9656780827464143]
['radiant', 0.9656780827464143]
['identified', 0.9656780827464143]
['empires', 0.9656780827464143]
['lecture', 0.9656780827464143]
['qualification', 0.9656780827464143]
['negro', 0.9656780827464143]
['dictate', 0.9656780827464143]
['orloff', 0.9656780827464143]
['bear', 0.9656780827464143]
['flapped', 0.9656780827464143]
['routine', 0.9656780827464143]
['promoter', 0.9656780827464143]
['occultism', 0.9656780827464143]
['helper', 0.9656780827464143]
['helped', 0.9656780827464143]
['toil', 0.9656780827464143]
['eddying', 0.9656780827464143]
['lake', 0.9656780827464143]
['spielsdorf', 0.9656780827464143]
['glad_', 0.9656780827464143]
['noisy', 0.9656780827464143]
['visconti', 0.9656780827464143]
['brand', 0.9656780827464143]
['tarpaulins', 0.9656780827464143]
['unintelligible', 0.9656780827464143]
['claiming', 0.9656780827464143]
['stimulant', 0.9656780827464143]
['venus', 0.9656780827464143]
['ebony', 0.9656780827464143]
['predicated', 0.9656780827464143]
['archaeology', 0.9656780827464143]
['flagrante', 0.9656780827464143]
['_seals', 0.9656780827464143]
['ram', 0.9656780827464143]
['cotillion', 0.9656780827464143]
['degenerated', 0.9656780827464143]
['coute', 0.9656780827464143]
['sullivan', 0.9656780827464143]
['confident', 0.9656780827464143]
['incredulity', 0.9656780827464143]
['vices', 0.9656780827464143]
['breakfasted', 0.9656780827464143]
['perfected', 0.9656780827464143]
['gouvernement', 0.9656780827464143]
['benignantly', 0.9656780827464143]
['_lunatic_', 0.9656780827464143]
['fetes', 0.9656780827464143]
['endorsing', 0.9656780827464143]
['muster', 0.9656780827464143]
['tin', 0.9656780827464143]
['serious', 0.9656780827464143]
['alternations', 0.9656780827464143]
['planning', 0.9656780827464143]
['stands', 0.9656780827464143]
['confounded', 0.9656780827464143]
['expectant', 0.9656780827464143]
['birthday', 0.9656780827464143]
['authenticity', 0.9656780827464143]
['distributor', 0.9656780827464143]
['persuasions', 0.9656780827464143]
['tornado', 0.9656780827464143]
['consignment', 0.9656780827464143]
['missions', 0.9656780827464143]
['hermit', 0.9656780827464143]
['hind', 0.9656780827464143]
['unhappiness', 0.9656780827464143]
['hare', 0.9656780827464143]
['toilet', 0.9656780827464143]
['britain', 0.9656780827464143]
['whiskers', 0.9656780827464143]
['carolled', 0.9656780827464143]
['far', 0.9656780827464143]
['sont', 0.9656780827464143]
['anniversary', 0.9656780827464143]
['suddenly', 0.9656780827464143]
['universelle', 0.9656780827464143]
['lightsome', 0.9656780827464143]
['sandwich', 0.9656780827464143]
['grande', 0.9656780827464143]
['eludes', 0.9656780827464143]
['merciful', 0.9656780827464143]
['cigarettes', 0.9656780827464143]
['pirates', 0.9656780827464143]
['relieved', 0.9656780827464143]
['stale', 0.9656780827464143]
['hit', 0.9656780827464143]
['whistle', 0.9656780827464143]
['art', 0.9656780827464143]
['arm', 0.9656780827464143]
['learns', 0.9656780827464143]
['lengths', 0.9656780827464143]
['brooding', 0.9656780827464143]
['edge', 0.9656780827464143]
['illusions', 0.9656780827464143]
['witie', 0.9656780827464143]
['prefets', 0.9656780827464143]
['unstable', 0.9656780827464143]
['traits', 0.9656780827464143]
['casks', 0.9656780827464143]
['disconcerted', 0.9656780827464143]
['peevishly', 0.9656780827464143]
['recited', 0.9656780827464143]
['crane', 0.9656780827464143]
['mardi', 0.9656780827464143]
['cupboards', 0.9656780827464143]
['clericalism', 0.9656780827464143]
['commissions', 0.9656780827464143]
['uphold', 0.9656780827464143]
['alder', 0.9656780827464143]
['wishes', 0.9656780827464143]
['notes', 0.9656780827464143]
['coverlet', 0.9656780827464143]
['adjusts', 0.9656780827464143]
['territoire', 0.9656780827464143]
['scaled', 0.9656780827464143]
['dearest', 0.9656780827464143]
['obliteration', 0.9656780827464143]
['hitherto', 0.9656780827464143]
['triumvirate', 0.9656780827464143]
['institution', 0.9656780827464143]
['wanly', 0.9656780827464143]
['riches', 0.9656780827464143]
['mistook', 0.9656780827464143]
['debate', 0.9656780827464143]
['rendre', 0.9656780827464143]
['conversions', 0.9656780827464143]
['merits', 0.9656780827464143]
['profanity', 0.9656780827464143]
['copingstone', 0.9656780827464143]
['retailing', 0.9656780827464143]
['cloaks', 0.9656780827464143]
['happiness', 0.9656780827464143]
['andrassy', 0.9656780827464143]
['pheronactus', 0.9656780827464143]
['disturbance', 0.9656780827464143]
['sky', 0.9656780827464143]
['adoption', 0.9656780827464143]
['earthquakes', 0.9656780827464143]
['boom', 0.9656780827464143]
['identical', 0.9656780827464143]
['boon', 0.9656780827464143]
['republics', 0.9656780827464143]
['know', 0.9656780827464143]
['leaded', 0.9656780827464143]
['weaving', 0.9656780827464143]
['malefactor', 0.9656780827464143]
['night', 0.9655881066853784]
['lower', 0.9647750916435015]
['afro', 0.963816192858722]
['decent', 0.9635863864866852]
['construct', 0.9634076107927347]
['restaurants', 0.9632190528084248]
['perkins', 0.9630347896661234]
['deauville', 0.9627954095238763]
['wilts', 0.9626904838492301]
['hosts', 0.9625244998440636]
['perplexing', 0.9624348535914486]
['kitchen', 0.9619540914974176]
['recovering', 0.9619041529990654]
['ibiblio', 0.9613344720293184]
['raking', 0.9603626216381973]
['spins', 0.959820238856487]
['huskily', 0.9596109799245114]
['_perfect', 0.9595271472213448]
['narves', 0.9591395915662505]
['duly', 0.9591062821011594]
['tripper', 0.9590584350741691]
['speakers', 0.9590525769561622]
['delectation', 0.9588944145167984]
['barrel', 0.9588847493216655]
['baptize', 0.9587768673476614]
['deserves', 0.9586698972429275]
['sabe_', 0.9584425028307205]
['fag', 0.9583486734507969]
['time', 0.9581379106864735]
['brown', 0.9581251434883252]
['christina', 0.9579551205554856]
['panorama', 0.9577261365253817]
['cities', 0.957570342509199]
['filial', 0.9573037190685861]
['pestilent', 0.9571929541504802]
['_use_', 0.95718390183975]
['honore', 0.9570316049709293]
['symptom', 0.9570285175723103]
['radio', 0.9569053219647037]
['blindly', 0.9568497642841618]
['vol', 0.9567775962589472]
['exactly', 0.9566267696238968]
['bookshelf', 0.95612760534143]
['rug', 0.9555412987774194]
['francesca', 0.9552667750968845]
['funds', 0.9549004349940889]
['detected', 0.954818851816195]
['hatch', 0.9548133719616001]
['satires', 0.9545081297999299]
['locating', 0.954443476796981]
['romancing', 0.9544083680686293]
['marvel', 0.9541967504416982]
['gently', 0.9541327132489161]
['cupboard', 0.9539892037698936]
['processes', 0.9539743263138962]
['assemblage', 0.9538721106198677]
['sparring', 0.9537036915465298]
['straggle', 0.9535413926240889]
['severest', 0.9533243473032585]
['informed', 0.9530151094662495]
['prelate', 0.9529918514909617]
['peremptorily', 0.952989927418002]
['protestations', 0.9527986394329984]
['crack', 0.9524365838668173]
['chilling', 0.9524310583285523]
['wondrous', 0.9523677621748612]
['quaker', 0.9520953962385189]
['elections', 0.9512748046431374]
['readiness', 0.9508339940155093]
['downward', 0.9508104113031134]
['pioneers', 0.9507484943393854]
['finger', 0.950665103333473]
['norwegian', 0.9504208946106337]
['michael', 0.9502924533430621]
['inextricable', 0.9500267402675242]
['spends', 0.9493715012569879]
['above', 0.9489542712899652]
['retractor', 0.9488995024389817]
['virgil', 0.9488402993071898]
['rise', 0.9486132895028829]
['repeating', 0.9484203506160453]
['expanse', 0.9480490529242181]
['assemble', 0.9476105748423035]
['bait', 0.9473172598294208]
['nihilist', 0.9472335346637706]
['relate', 0.9470889346335852]
['concludes', 0.94703823389622]
['appreciative', 0.9469960952244512]
['kindly', 0.9469461902079414]
['latent', 0.9467997215736553]
['bazaine', 0.946682763962335]
['finances', 0.9466804411367232]
['rabats', 0.9466305674580358]
['tutor', 0.9464310402396596]
['radiances', 0.9462158123089042]
['nebulous', 0.9462071232831313]
['unlocked', 0.9461551681570854]
['ennobled', 0.945713688293224]
['stowed', 0.9456129781832529]
['improved', 0.945594747359791]
['outcropping', 0.94536725934594]
['quietly', 0.9451812556127115]
['departments', 0.9447767690593356]
['cabalistic', 0.9445711839880059]
['sporadic', 0.94451554227629]
['roads', 0.9444645346566436]
['_royal_', 0.9441129175550895]
['grandes', 0.94411016585676]
['brougham', 0.9439591441956916]
['financial', 0.9437616928307478]
['onset', 0.9436418919975077]
['agent', 0.9434884774482145]
['originality', 0.9433162058578858]
['preliminaries', 0.9432255671716355]
['weighty', 0.9431418536630751]
['exert', 0.943135134431271]
['ease', 0.9430940014908248]
['contradictory', 0.9430933256160158]
['huts', 0.9427475042301299]
['firmament', 0.9427044517138429]
['raillery', 0.9425047567408243]
['minutes', 0.94246050334858]
['_descending_', 0.9423478589933473]
['appealingly', 0.9423155596028917]
['artery', 0.942100668944877]
['surest', 0.9419694142230131]
['rounding', 0.9416681094088635]
['than', 0.9413586591055724]
['feverish', 0.9411581873638971]
['revealment', 0.9411581873638971]
['xix', 0.9411375960965881]
['apothecary', 0.9411355684942888]
['_areopagitica_', 0.940945104601052]
['coachmen', 0.9409345651538715]
['si', 0.9406829137951986]
['willingly', 0.94050426134637]
['attempted', 0.9404959366276009]
['room', 0.9403723492529984]
['declare', 0.9402225266725859]
['cord', 0.940142763414773]
['personating', 0.9399143957944326]
['competitors', 0.939537783414928]
['plagues', 0.9390974884047266]
['ends', 0.9388625446820216]
['myriads', 0.9387681832648852]
['unhorizoned', 0.9385770262158933]
['perform', 0.9382948140506248]
['papers', 0.9382494702935849]
['rugby', 0.9381655490668487]
['decision', 0.9380900373313683]
['oracle', 0.9380043372165571]
['resurrected', 0.9378551531157706]
['hundreds', 0.9376034678412737]
['bargain', 0.9375002712694398]
['bowling', 0.9374779373803934]
['novels', 0.9373328399674024]
['cleaners', 0.9369877195492953]
['statue', 0.9369278655944169]
['disorganized', 0.9368225914377046]
['raising', 0.9367746095237643]
['zest', 0.9367610905687798]
['wharf', 0.9364421686117761]
['liver', 0.9363183171351502]
['akin', 0.9356755955503465]
['shearing', 0.9355911512956219]
['package', 0.9345856402241319]
['await', 0.934333487024546]
['kitchens', 0.9342625295921285]
['dakota_', 0.934159545215709]
['despatches', 0.9339677159452409]
['worth', 0.9339102913597691]
['suggestive', 0.9337550021731114]
['gutenberg', 0.9329192688725728]
['marring', 0.9328516083323617]
['recruiting', 0.9326826072441569]
['keene', 0.9326185897260153]
['gore', 0.9325927320410401]
['prostration', 0.9323497203896476]
['cheaper', 0.9322775078230162]
['lungs', 0.9320094299013616]
['cap', 0.9317927908426646]
['size', 0.931673810133876]
['blazing', 0.9313221875167437]
['pony', 0.9311128229997164]
['emptied', 0.931050688629943]
['mattered', 0.9302645415966019]
['pilgrim', 0.9301869804683367]
['forked', 0.9301268635315028]
['depleted', 0.9298754670017013]
['weakest', 0.9298325039348653]
['calculations', 0.9297462523878105]
['taels', 0.9296877908995482]
['appreciating', 0.9295596002079494]
['ballface', 0.9290663451699664]
['etre', 0.9283055460557028]
['eminence', 0.9282916105054843]
['midside', 0.9281278523277974]
['chrysanthemums', 0.9279026347837925]
['unacceptable', 0.9278857960545073]
['competitions', 0.9278749078875369]
['cumbrous', 0.9278694638578944]
['constrains', 0.9278052561147513]
['mound', 0.927570158535522]
['shame', 0.92748089645769]
['modesty', 0.9274096122456981]
['probity', 0.927379167695443]
['doomed', 0.9273054315444536]
['decline', 0.9270873861124267]
['breakdown', 0.9269252187150493]
['keepers', 0.9266428795584387]
['gapped', 0.9265881970659898]
['interlocked', 0.9265628458670072]
['mass', 0.9265588039412972]
['suspicious', 0.9262749786787319]
['commencement', 0.9261285896885013]
['bout', 0.9260581001838879]
['scoffed', 0.9260523833211818]
['colleague', 0.9259744804639176]
['bugle', 0.9256879199187794]
['mislead', 0.9254936503002812]
['misty', 0.9253191794203137]
['syllables', 0.9249021583900553]
['temples', 0.9248118274804493]
['inanely', 0.9246992158075431]
['traders', 0.9246112545183369]
['ruled', 0.924594125871802]
['mole', 0.924336978017508]
['invented', 0.9240814289703779]
['1901', 0.9239709695400358]
['sorrowfully', 0.9239523250075534]
['angry', 0.9238713466791968]
['summon', 0.9238313604594861]
['unapproving', 0.9237614259395088]
['nigger', 0.9237011074923275]
['brush', 0.9236651874743096]
['monarch', 0.9235925378517562]
['betide', 0.9235416635073525]
['meetingplace', 0.9235322391203072]
['foamin', 0.92347134309572]
['stub', 0.9233702637145454]
['yell', 0.9232369684013086]
['_in', 0.9231584371800454]
['shivered', 0.9231487498824611]
['righteousness', 0.9231159258618598]
['scupper', 0.9229308934340404]
['honesty', 0.9228256692720345]
['exceeded', 0.9224899882120107]
['forests', 0.9220948487003608]
['blankly', 0.9219932692331987]
['jaw', 0.9219542990184929]
['maintenant', 0.9219090733201106]
['jetes', 0.9218978690846625]
['crests', 0.9218368829949332]
['sheriff', 0.9218173647749632]
['1875', 0.9216949674198012]
['cautious', 0.9215946004772404]
['scalps', 0.9215651197695752]
['cavity', 0.9215134972795997]
['quand', 0.9214901717860909]
['latest', 0.9213676943696238]
['oliffe', 0.9213195380048201]
['proofreading', 0.9211666274237778]
['embroidered', 0.9210449287154623]
['richer', 0.9210237630165745]
['davits', 0.921002558482797]
['impaired', 0.9207876073770473]
['bradley', 0.9207605536930379]
['flushed', 0.920758651694426]
['belligerents', 0.9207156097698911]
['towers', 0.9206405587537317]
['overshadowing', 0.9204758175468861]
['inquired', 0.9204616386763158]
['solid', 0.9201404543856292]
['pavement', 0.9197791396507178]
['evacuations', 0.9196436845861145]
['1513', 0.9195933503172606]
['jostling', 0.9195445004998557]
['deceased', 0.9192572173455758]
['xii', 0.919214550188694]
['perfections', 0.9191527302915824]
['clung', 0.9191321491510942]
['mass_', 0.9190961572760407]
['readily', 0.9190067209921119]
['trench', 0.9189719835804429]
['faure', 0.9187687235682802]
['corpulent', 0.9186297494893954]
['parish', 0.9184992228240672]
['cuba', 0.918495052703309]
['comparatively', 0.9183450762262773]
['joint', 0.9182328271412047]
['duchatel', 0.9182101584027691]
['minister', 0.9180731140779462]
['grimmest', 0.918028849392939]
['melodies', 0.9179861588091007]
['voiced', 0.9178911927998674]
['signposts', 0.9176962921360668]
['craft', 0.9172836255296385]
['monsters', 0.9170875683400823]
['shoo', 0.916935590904991]
['64', 0.9167298599760678]
['depute', 0.9167101604127819]
['sacrificed', 0.9166642409278383]
['strychnine', 0.9165876450132645]
['maris', 0.9162567576394605]
['stack', 0.9161064751674401]
['toads', 0.9161060143183731]
['discuss', 0.9160132170277593]
['wry', 0.9159941128057758]
['stoop', 0.9159924538251472]
['regained', 0.9157981374821081]
['precincts', 0.9157563786667332]
['pack', 0.915574782860213]
['thoughts', 0.915565226389673]
['actualities', 0.9153335639968685]
['_women', 0.915326401098566]
['otaheitan', 0.9152879112184937]
['chastened', 0.9152808842545177]
['withstood', 0.9151392357974468]
['sorting', 0.915124719159915]
['_has_', 0.9150608294971585]
['communicant', 0.9147445630664648]
['apathetic', 0.914658915858023]
['nuncio', 0.914638539101695]
['dispelled', 0.9146078075123003]
['whittled', 0.9145989614223718]
['freak', 0.9145620919447774]
['wrath', 0.9145048046200838]
['stayed', 0.9143989187042108]
['steadily', 0.9142855833724853]
['hoots', 0.9142579350534125]
['lowell', 0.9141678941825218]
['outer', 0.914007532229223]
['treat', 0.9139897910713908]
['disgraced', 0.9139756466024248]
['caparisons', 0.9139033963874217]
['impotent', 0.9138286408336996]
['virtues', 0.9135232226423551]
['reckons', 0.9134387218145744]
['establishers', 0.9132929612047638]
['compulsory', 0.9132300726664712]
['obedient', 0.9130382685957151]
['soothes', 0.9128703472114967]
['closed', 0.9128195817505231]
['souvenirs', 0.9127718307898726]
['traditions', 0.9126571393714996]
['etoile', 0.9124823559936724]
['uproot', 0.9124823559936724]
['heartfelt', 0.9120900061409901]
['thrilling', 0.9120819350932852]
['_sure_', 0.9118106115644756]
['books', 0.9118020653269898]
['_passion', 0.9117836098119592]
['grander', 0.9116826672689292]
['nocturnal', 0.9115732772619446]
['niagara', 0.9114319581660925]
['magna', 0.9113991274526317]
['suits', 0.9113691735772556]
['beowulf', 0.9110206698672463]
['plunging', 0.910881325500651]
['telescopes', 0.9106884871746199]
['kinks', 0.9106411537444957]
['varied', 0.9106297964692914]
['preserver', 0.9106258166970282]
['amoundt', 0.9105246188073602]
['acquaintances', 0.9104085647046763]
['sayest', 0.9097792340216764]
['scrimmage', 0.9095129691959926]
['bearable', 0.9094511640751024]
['billowy', 0.909270824068192]
['liberal', 0.9092074904680838]
['dainties', 0.9089168463016916]
['dying', 0.9089082765536944]
['selections', 0.9087235911215299]
['adapted', 0.9085980523014067]
['frequent', 0.9084830428236685]
['armchairs', 0.9084287210294782]
['deductions', 0.9083651109132453]
['manoeuvre', 0.9082349828470917]
['picture', 0.9080981507436008]
['raccoon', 0.9080961009657426]
['earnestly', 0.9078093843280075]
['apply', 0.9077868656081143]
['extracted', 0.9077151351849029]
['apartments', 0.9076761501608944]
['acquiescence', 0.907674269913069]
['volunteer', 0.9075795244348288]
['bet', 0.9075783210060263]
