['intimidated', 0.9981380320967599]
['breezes', 0.9196466744461387]
['citizen', 0.9196466744461387]
['olden', 0.9196466744461387]
['heaven_', 0.9196466744461387]
['skirt', 0.9196466744461387]
['pantaloons', 0.9196466744461387]
['based', 0.9196466744461387]
['tire', 0.9196466744461387]
['earthlight', 0.9196466744461387]
['slowly', 0.9196466744461387]
['clouded', 0.9196466744461387]
['stories', 0.9196466744461387]
['harass', 0.9196466744461387]
['persist', 0.9196466744461387]
['velvet', 0.9196466744461387]
['reader', 0.9196466744461387]
['_out', 0.9196466744461387]
['delight', 0.9196466744461387]
['inspected', 0.9196466744461387]
['demesne', 0.9196466744461387]
['repast', 0.9196466744461387]
['_judgment_', 0.9196466744461387]
['brooks', 0.9196466744461387]
['arrack', 0.9196466744461387]
['_wanders_', 0.9196466744461387]
['untraversed', 0.9196466744461387]
['victors', 0.9196466744461387]
['wilds', 0.9196466744461387]
['intoxication', 0.9196466744461387]
['oral', 0.9196466744461387]
['devine', 0.9196466744461387]
['whimsical', 0.9196466744461387]
['print', 0.9196466744461387]
['lease', 0.9196466744461387]
['conduit', 0.9196466744461387]
['flitter', 0.9196466744461387]
['archway', 0.9196466744461387]
['foreigners', 0.9196466744461387]
['ornaments', 0.9196466744461387]
['verbally', 0.9196466744461387]
['objects', 0.9196466744461387]
['account', 0.9196466744461387]
['embarked', 0.9196466744461387]
['thrill', 0.9196466744461387]
['gravelled', 0.9196466744461387]
['salle', 0.9196466744461387]
['turenne', 0.9196466744461387]
['dondon', 0.9196466744461387]
['boards', 0.9196466744461387]
['coachman', 0.9196466744461387]
['wheresoever', 0.9196466744461387]
['straw', 0.9196466744461387]
['outshine', 0.9196466744461387]
['too', 0.9196466744461387]
['overbearing', 0.9196466744461387]
['quickly', 0.9196466744461387]
['kelp', 0.9196466744461387]
['cultural', 0.9196466744461387]
['attainments', 0.9196466744461387]
['gim', 0.9196466744461387]
['lumbermen', 0.9196466744461387]
['fury', 0.9196466744461387]
['justus', 0.9196466744461387]
['sungs', 0.9196466744461387]
['gallon', 0.9196466744461387]
['por', 0.9196466744461387]
['pop', 0.9196466744461387]
['choirs', 0.9196466744461387]
['salvador', 0.9196466744461387]
['cruelties', 0.9196466744461387]
['stephen', 0.9196466744461387]
['insulted', 0.9196466744461387]
['bearers', 0.9196466744461387]
['numerous', 0.9196466744461387]
['holidays', 0.9196466744461387]
['countless', 0.9196466744461387]
['plead', 0.9196466744461387]
['underwood', 0.9196466744461387]
['rhombus', 0.9196466744461387]
['steadfastly', 0.9196466744461387]
['anywhere', 0.9196466744461387]
['thermopylae', 0.9196466744461387]
['invitations', 0.9196466744461387]
['present', 0.9196466744461387]
['scared', 0.9196466744461387]
['unfolding', 0.9196466744461387]
['_believes_', 0.9196466744461387]
['whip', 0.9196466744461387]
['cushion', 0.9196466744461387]
['remind', 0.9196466744461387]
['old', 0.9196466744461387]
['forming', 0.9196466744461387]
['equalizes', 0.9196466744461387]
['oneasy', 0.9196466744461387]
['prefer', 0.9196466744461387]
['explored', 0.9196466744461387]
['truce', 0.9196466744461387]
['cowed', 0.9196466744461387]
['butterfly', 0.9196466744461387]
['knee', 0.9196466744461387]
['extinct', 0.9196466744461387]
['plucks', 0.9196466744461387]
['darken', 0.9196466744461387]
['galleys', 0.9196466744461387]
['waterways', 0.9196466744461387]
['forgetting', 0.9196466744461387]
['scrub', 0.9196466744461387]
['concerned', 0.9196466744461387]
['titanic', 0.9196466744461387]
['disgustedly', 0.9196466744461387]
['jerkily', 0.9196466744461387]
['less', 0.9196466744461387]
['desk', 0.9196466744461387]
['effectually', 0.9196466744461387]
['bells', 0.9196466744461387]
['happiest', 0.9196466744461387]
['dobsons', 0.9196466744461387]
['bestowed', 0.9196466744461387]
['jogged', 0.9196466744461387]
['honest', 0.9196466744461387]
['prefects', 0.9196466744461387]
['gratified', 0.9196466744461387]
['reminiscences', 0.9196466744461387]
['approves', 0.9196466744461387]
['whatever', 0.9196466744461387]
['dialogue', 0.9196466744461387]
['pillar', 0.9196466744461387]
['manifest', 0.9196466744461387]
['calumny', 0.9196466744461387]
['approvingly', 0.9196466744461387]
['registered', 0.9196466744461387]
['reed', 0.9196466744461387]
['reel', 0.9196466744461387]
['control', 0.9196466744461387]
['massed', 0.9196466744461387]
['assoyle', 0.9196466744461387]
['surrounds', 0.9196466744461387]
['propound', 0.9196466744461387]
['quality', 0.9196466744461387]
['contain', 0.9196466744461387]
['journey', 0.9196466744461387]
['outgo', 0.9196466744461387]
['housebreaker', 0.9196466744461387]
['barks', 0.9196466744461387]
['fringed', 0.9196466744461387]
['_xviii_', 0.9196466744461387]
['churn', 0.9196466744461387]
['die', 0.9196466744461387]
['pebble', 0.9196466744461387]
['dedicate', 0.9196466744461387]
['key', 0.9196466744461387]
['imprisonment', 0.9196466744461387]
['whites', 0.9196466744461387]
['flamboyant', 0.9196466744461387]
['doctrinal', 0.9196466744461387]
['quenched', 0.9196466744461387]
['macmillan', 0.9196466744461387]
['ripple', 0.9196466744461387]
['aptness', 0.9196466744461387]
['moldering', 0.9196466744461387]
['invading', 0.9196466744461387]
['de', 0.9196466744461387]
['landaff', 0.9196466744461387]
['whereon', 0.9196466744461387]
['loves', 0.9196466744461387]
['curved', 0.9196466744461387]
['profoundest', 0.9196466744461387]
['boulders', 0.9196466744461387]
['_senorita_', 0.9196466744461387]
['inviting', 0.9196466744461387]
['fractured', 0.9196466744461387]
['digits', 0.9196466744461387]
['dethrone', 0.9196466744461387]
['centered', 0.9196466744461387]
['mercifully', 0.9196466744461387]
['ran', 0.9196466744461387]
['vulture', 0.9196466744461387]
['accomplishments', 0.9196466744461387]
['trim', 0.9196466744461387]
['trio', 0.9196466744461387]
['obviate', 0.9196466744461387]
['contracted', 0.9196466744461387]
['supplying', 0.9196466744461387]
['inheritance', 0.9196466744461387]
['arrival', 0.9196466744461387]
['multiplied', 0.9196466744461387]
['isthmus', 0.9196466744461387]
['hypothesis', 0.9196466744461387]
['driver', 0.9196466744461387]
['abstained', 0.9196466744461387]
['feudal', 0.9196466744461387]
['distinctions', 0.9196466744461387]
['temperaments', 0.9196466744461387]
['replete', 0.9196466744461387]
['script', 0.9196466744461387]
['lodged', 0.9196466744461387]
['moving', 0.9196466744461387]
['repeatedly', 0.9196466744461387]
['claudii', 0.9196466744461387]
['galley', 0.9196466744461387]
['proprietors', 0.9196466744461387]
['metz', 0.9192497038131396]
['hovering', 0.9189277932986327]
['drummed', 0.9185570227218606]
['nets', 0.91832964866705]
['quell', 0.91832964866705]
['superstition', 0.91832964866705]
['dancers', 0.91832964866705]
['preferment', 0.9179285057373547]
['china', 0.9178212750063968]
['hesselius', 0.9170536190924454]
['ankle', 0.9170138042768683]
['harmony', 0.9166926213029775]
['lonesomeness', 0.916568064552496]
['brightly', 0.916561547432667]
['giddily', 0.9162687990723135]
['_all', 0.916016947224206]
['forger', 0.916016947224206]
['characterize', 0.9159479728840336]
['tinned', 0.9158527395036203]
['undermines', 0.9154868468088291]
['field', 0.915364769184113]
['furthermore', 0.9147113363400363]
['makeshift', 0.9147113363400363]
['thinly', 0.9147113363400363]
['choky', 0.9147113363400363]
['besets', 0.9147113363400363]
['conscience', 0.9147113363400363]
['limitation', 0.9147113363400363]
['roast', 0.9147113363400363]
['paralysing', 0.9147113363400363]
['witless', 0.9147113363400363]
['are_', 0.9147113363400363]
['221', 0.9147113363400363]
['topmasts', 0.9147113363400363]
['arroyo', 0.9147113363400363]
['conquer', 0.9147113363400363]
['rim', 0.9147113363400363]
['equaled', 0.9146115753038936]
['gunpowder', 0.9145308040601671]
['impersonal', 0.9143801373292925]
['lookers', 0.9142786389178768]
['empiricism', 0.9141461260881734]
['_never_', 0.9140881868474715]
['neglects', 0.9139987310174712]
['cassia', 0.9139397137925407]
['outshowering', 0.9139397137925407]
['descriptive', 0.9139397137925407]
['shade', 0.9139397137925407]
['pair', 0.9139170717659534]
['superseded', 0.9139170717659534]
['carts', 0.913799280098007]
['contrition', 0.9131223548264121]
['magpies', 0.912931824603296]
['jukes', 0.912931824603296]
['firemen', 0.912931824603296]
['residing', 0.912931824603296]
['hypocrite', 0.912931824603296]
['unhesitatingly', 0.912931824603296]
['physics', 0.9127612798313549]
['cheval', 0.9127612798313549]
['prematurely', 0.9126874733067093]
['dusk', 0.9124949818025234]
['goulmins', 0.9124949818025234]
['creaking', 0.9122400001772272]
['amesius', 0.9122400001772272]
['red', 0.9122400001772272]
['bourns', 0.9122400001772272]
['diviner', 0.9122400001772272]
['report', 0.9122400001772272]
['leonzio', 0.9122400001772272]
['pottery', 0.9122013684450082]
['palanquin', 0.9121830854437614]
['storytelling', 0.9118906522840693]
['burs', 0.9109942292233972]
['achievement', 0.9109942292233972]
['misinterpreted', 0.9105208714700802]
['sofas', 0.9104553455251505]
['avitchi', 0.9104553455251505]
['_our', 0.9103511507733972]
['expects', 0.9102135427674144]
['tombstones', 0.910089790638458]
['debilitating', 0.910089790638458]
['windowsill', 0.910089790638458]
['exposure', 0.910089790638458]
['plow', 0.910089790638458]
['consort', 0.910089790638458]
['entire', 0.910089790638458]
['unctious', 0.910089790638458]
['inertia', 0.910089790638458]
['extraction', 0.910089790638458]
['wait', 0.910089790638458]
['dilated', 0.910089790638458]
['island_', 0.910089790638458]
['refrained', 0.910089790638458]
['uncommon', 0.910089790638458]
['camphor', 0.910089790638458]
['layer', 0.910089790638458]
['sniffles', 0.910089790638458]
['eis', 0.910089790638458]
['distributed', 0.910089790638458]
['excavation', 0.910089790638458]
['intemperate', 0.910089790638458]
['inlaying', 0.910089790638458]
['whir', 0.910089790638458]
['angrily', 0.910089790638458]
['surveyed', 0.910089790638458]
['princesse', 0.910089790638458]
['nomination', 0.910089790638458]
['dimension', 0.9100850910263785]
['steamed', 0.9100850910263785]
['permanence', 0.9100850910263785]
['charmer', 0.9100850910263785]
['questioned', 0.9100850910263785]
['porter', 0.9100850910263785]
['expletives', 0.9100850910263785]
['mindedly', 0.9100850910263785]
['date', 0.9100850910263785]
['dimensions', 0.9100850910263785]
['instituted', 0.9100850910263785]
['sails', 0.9100850910263785]
['matrons', 0.9100850910263785]
['zones', 0.9100850910263785]
['penned', 0.9100850910263785]
['bubbled', 0.9100850910263785]
['sloth', 0.9100850910263785]
['reliance', 0.9100850910263785]
['terrifically', 0.9100850910263785]
['observations', 0.9100850910263785]
['drift', 0.9100850910263785]
['cocks', 0.9100850910263785]
['collapsed', 0.9100850910263785]
['compensated', 0.9100850910263785]
['excellence', 0.9100850910263785]
['credulous', 0.9100850910263785]
['indiscreet', 0.9100850910263785]
['slumbered', 0.9100850910263785]
['influenced', 0.9100850910263785]
['spires', 0.9100850910263785]
['animals', 0.9100850910263785]
['eddies', 0.9100850910263785]
['_atterley', 0.9100850910263785]
['lateral', 0.9100850910263785]
['lights', 0.9100850910263785]
['filename', 0.9100850910263785]
['stinted', 0.9100850910263785]
['agonies', 0.9100850910263785]
['otherwise', 0.9100850910263785]
['landmarks', 0.9100850910263785]
['coeur', 0.9100850910263785]
['masterful', 0.9100850910263785]
['mysterious', 0.9090696630471431]
['loom', 0.9090696630471431]
['charred', 0.9090696630471431]
['embracing', 0.9090696630471431]
['ceremony', 0.9086702167809664]
['obstacles', 0.9084397577879875]
['corti', 0.9083783609183]
['lists', 0.9080154955046263]
['cranny', 0.9080154955046263]
['flounder', 0.9079614593711379]
['ways', 0.9075199430304801]
['fight', 0.9074104674671881]
['poaching', 0.9074104674671881]
['verses', 0.9074104674671881]
['goat', 0.9074104674671881]
['xanadu', 0.9074104674671881]
['puissant', 0.9074104674671881]
['etat', 0.9074104674671881]
['remedial', 0.9073375816853708]
['harmful', 0.9073278014360588]
['booblimak', 0.9067484321836324]
['consented', 0.9067484321836324]
['souverain', 0.9066819526054457]
['depth', 0.905829911101119]
['functionary', 0.9053654563334661]
['unwinnowed', 0.9053591259053645]
['wagon', 0.9053591259053645]
['healthier', 0.9053591259053645]
['conducive', 0.9050696875817424]
['coiffe', 0.9045510856445687]
['filtered', 0.9045065787100011]
['stayed', 0.9044399664774698]
['kinks', 0.9044214205315949]
['tempers', 0.9042552018219577]
['manly', 0.9041803252936967]
['bignonia', 0.9036898788873134]
['masse_', 0.9036898788873134]
['ledges', 0.9032304905702292]
['ringing', 0.9031274760583349]
['italy', 0.9029793546603548]
['freezing', 0.9026016728955706]
['hillside_', 0.9021201785503634]
['hundred', 0.9018527935254977]
['command', 0.9018139789029358]
['gosh', 0.9015178487423239]
['waterworn', 0.9014895582069533]
['1632', 0.9014895582069533]
['malice', 0.9014895582069533]
['sickle', 0.9014895582069533]
['etching', 0.9014895582069533]
['stratum', 0.9014895582069533]
['myself', 0.9014895582069533]
['spotlessly', 0.9014895582069533]
['themes', 0.9014895582069533]
['bricks', 0.9012994184190689]
['thinks', 0.9008106435454672]
['repulsions', 0.9008106435454672]
['parisians', 0.9008106435454672]
['fester', 0.9008106435454672]
['hair', 0.9006626832523826]
['dutch', 0.9006626832523826]
['selections', 0.9001909539043449]
['grayish', 0.9000689728928659]
['scaly', 0.9000328890141658]
