['canace', 0.9992241614889734]
['spirit', 0.9417276199910698]
['with', 0.9416722814118326]
['infirmity', 0.9416722814118326]
['battery', 0.9416722814118326]
['assurances', 0.9416722814118326]
['critter', 0.9414829375709931]
['captive', 0.9414829375709931]
['procured', 0.9414829375709931]
['banish', 0.9414829375709931]
['parallelepipedon', 0.9414829375709931]
['colorless', 0.9414829375709931]
['extra', 0.9414829375709931]
['intently', 0.9414829375709931]
['privateer', 0.9414829375709931]
['prying', 0.9414829375709931]
['bastard', 0.9414829375709931]
['thicknesses', 0.9414829375709931]
['seal', 0.9414829375709931]
['butler', 0.9414829375709931]
['ramble', 0.9414829375709931]
['description', 0.9414829375709931]
['oahu', 0.9414829375709931]
['hawser', 0.9414829375709931]
['beside', 0.9414829375709931]
['enlighten', 0.9414829375709931]
['husbandry', 0.9414829375709931]
['donation', 0.9414829375709931]
['delicate', 0.9414829375709931]
['tills', 0.9414829375709931]
['carried', 0.9414829375709931]
['acclaim', 0.9414829375709931]
['frogs', 0.9414829375709931]
['status', 0.9414829375709931]
['recalling', 0.9414829375709931]
['documents', 0.9414829375709931]
['drug', 0.9414829375709931]
['mirabilibus', 0.9414829375709931]
['disclaimers', 0.9414829375709931]
['dune', 0.9414829375709931]
['receptions', 0.9414829375709931]
['flogged', 0.9414829375709931]
['lucy', 0.9414829375709931]
['ravished', 0.9414829375709931]
['authorities', 0.9414829375709931]
['art_', 0.9414829375709931]
['town', 0.9414829375709931]
['quaked', 0.9414829375709931]
['instigated', 0.9414829375709931]
['letting', 0.9414829375709931]
['laborers', 0.9414829375709931]
['implements', 0.9414829375709931]
['toyle', 0.9414829375709931]
['predetermined', 0.9414829375709931]
['dross', 0.9414829375709931]
['knelling', 0.9414829375709931]
['vincent', 0.9414829375709931]
['pattering', 0.9414829375709931]
['outlasted', 0.9414829375709931]
['rejoicings', 0.9414829375709931]
['probing', 0.9414829375709931]
['broglie', 0.9414829375709931]
['anticipating', 0.9414829375709931]
['nation', 0.9414829375709931]
['scratch', 0.9414829375709931]
['whining', 0.9414829375709931]
['delicious', 0.9414829375709931]
['navigator', 0.9414829375709931]
['centripetal', 0.9414829375709931]
['undercurrent', 0.9414829375709931]
['greeting', 0.9414829375709931]
['outskirts', 0.9414829375709931]
['assailants', 0.9414829375709931]
['suspended', 0.9414829375709931]
['brokenly', 0.9414829375709931]
['jitsu', 0.9414829375709931]
['minding', 0.9414829375709931]
['ancient', 0.9414829375709931]
['venturing', 0.9414829375709931]
['contemptuously', 0.9414829375709931]
['rollish', 0.9414829375709931]
['punishment', 0.9414829375709931]
['vibration', 0.9414829375709931]
['proceeding', 0.9414829375709931]
['intellect', 0.9414829375709931]
['environment', 0.9414829375709931]
['curing', 0.9414829375709931]
['royer', 0.9414829375709931]
['apparel', 0.9414829375709931]
['moist', 0.9414829375709931]
['seizes', 0.9414829375709931]
['remedying', 0.9414829375709931]
['rufus', 0.9414829375709931]
['philip', 0.9414829375709931]
['channing', 0.9414829375709931]
['commissioners', 0.9414829375709931]
['homesick', 0.9414829375709931]
['viewpoint', 0.9414829375709931]
['darkened', 0.9414829375709931]
['jobs', 0.9414829375709931]
['weariness', 0.9414829375709931]
['differ', 0.9414829375709931]
['_nuntius_', 0.9414829375709931]
['oppressive', 0.9414829375709931]
['conjured', 0.9414829375709931]
['foretop', 0.9414829375709931]
['oppression', 0.9414829375709931]
['deemed', 0.9414829375709931]
['moral', 0.9414829375709931]
['manufactory', 0.9414829375709931]
['roland', 0.9414829375709931]
['blindness', 0.9414829375709931]
['manufacturer', 0.9414829375709931]
['preoccupied', 0.9414829375709931]
['visiting', 0.9414829375709931]
['rupture', 0.9414829375709931]
['merchant', 0.9414829375709931]
['acknowledged', 0.9414829375709931]
['executed', 0.9414829375709931]
['fulness', 0.9414829375709931]
['precepts', 0.9414829375709931]
['harborage', 0.9414829375709931]
['mouldering', 0.9413099940277676]
['sipping', 0.9413099940277676]
['preternatural', 0.9411728796127701]
['unfailingly', 0.9409713681753746]
['furrow', 0.9409713681753746]
['chasse', 0.9409713681753746]
['advised', 0.9409713681753746]
['examining', 0.9409713681753746]
['continually', 0.9409713681753746]
['extraneous', 0.9409713681753746]
['controllers', 0.9409713681753746]
['turf', 0.9409713681753746]
['cooling', 0.9409713681753746]
['disporting', 0.9409713681753746]
['skies', 0.9409713681753746]
['salons', 0.9409713681753746]
['historic', 0.9409713681753746]
['pathos', 0.9409713681753746]
['literati', 0.9409713681753746]
['dizzy', 0.9409713681753746]
['verisimilitude', 0.9409713681753746]
['experiments', 0.9409713681753746]
['talon', 0.9409713681753746]
['georg', 0.9409713681753746]
['yaw', 0.9409713681753746]
['differing', 0.9409713681753746]
['expulsion', 0.9409713681753746]
['scalding', 0.9409713681753746]
['chaotic', 0.9409713681753746]
['liquid', 0.9409713681753746]
['palsy', 0.9409713681753746]
['disqualified', 0.9409713681753746]
['unsettling', 0.9409713681753746]
['learning', 0.9409713681753746]
['_nineteenth', 0.9409713681753746]
['affirmative', 0.9409713681753746]
['everybody', 0.9409713681753746]
['measuring', 0.9409713681753746]
['til', 0.9409713681753746]
['malicious', 0.9409713681753746]
['torments', 0.9409713681753746]
['teachable', 0.9409065170523544]
['landholders', 0.940753954440162]
['winter', 0.9405112759748551]
['thy', 0.9405112759748551]
['speechless', 0.9405112759748551]
['escutcheon', 0.9405112759748551]
['neuilly', 0.9405112759748551]
['meditated', 0.9405112759748551]
['classical', 0.939913908297029]
['colic', 0.9397605049220981]
['finishing', 0.9397495987354424]
['taxing', 0.939593551935418]
['1355', 0.939593551935418]
['lordship', 0.9391166692347445]
['association', 0.938824140282887]
['money', 0.9387205562637397]
['paled', 0.9386368552632961]
['remnants', 0.9386368552632961]
['gave', 0.9386368552632961]
['prevails', 0.9386368552632961]
['lunarians_', 0.9386368552632961]
['caste', 0.9386368552632961]
['semiramis', 0.9386162921793106]
['profusely', 0.9385260730535052]
['sustenance', 0.9383968722603981]
['departs', 0.9381845145001445]
['_ricardo', 0.938102853164414]
['worldliness', 0.938102853164414]
['meditate', 0.938102853164414]
['orange', 0.938102853164414]
['_some_', 0.938102853164414]
['bastile', 0.938102853164414]
['propositions', 0.938102853164414]
['espagne', 0.938102853164414]
['glints', 0.938102853164414]
['startle', 0.938102853164414]
['spirted', 0.938102853164414]
['15th', 0.9377070362537289]
['freshets', 0.9377070362537289]
['inconsiderable', 0.9377070362537289]
['marino', 0.9377070362537289]
['sociably', 0.9376812289985401]
['flibbertigibbet', 0.9376812289985401]
['analyse', 0.9376812289985401]
['teases', 0.9376812289985401]
['bearing', 0.9376812289985401]
['craftsmanship', 0.9376812289985401]
['sought', 0.9376812289985401]
['stranded', 0.9376812289985401]
['quaintness', 0.9376812289985401]
['devouring', 0.9376812289985401]
['sins', 0.9376812289985401]
['curves', 0.9376812289985401]
['arrivals', 0.9376589934664389]
['coasts', 0.9371630814290456]
['classic', 0.937122133844331]
['fullest', 0.9369815683767717]
['stamping', 0.9362972258441125]
['tracking', 0.9362972258441125]
['plumes', 0.9362972258441125]
['hasn', 0.9362972258441125]
['periodic', 0.9362972258441125]
['farewells', 0.9362972258441125]
['rouen', 0.9362972258441125]
['pelee', 0.9362972258441125]
['charities', 0.9362972258441125]
['bourneville', 0.9362972258441125]
['recollecting', 0.9362972258441125]
['deft', 0.9362972258441125]
['confirming', 0.9362972258441125]
['leagues', 0.9362972258441125]
['election', 0.9362972258441125]
['wanderer', 0.9362972258441125]
['beached', 0.9362972258441125]
['finney', 0.9362972258441125]
['shorn', 0.9362972258441125]
['cruel', 0.9362972258441125]
['jeremy', 0.9362972258441125]
['_balty', 0.9362972258441125]
['succession', 0.9362972258441125]
['organized', 0.9362972258441125]
['obscuring', 0.9362972258441125]
['location', 0.9362972258441125]
['dock', 0.9362972258441125]
['husband', 0.9362972258441125]
['civilized', 0.9362972258441125]
['exhumation', 0.9362972258441125]
['shifty', 0.9362972258441125]
['debates', 0.9362972258441125]
['embarrassing', 0.9362972258441125]
['gradually', 0.9362972258441125]
['whims', 0.9362972258441125]
['eastward', 0.9362972258441125]
['infectious', 0.9362972258441125]
['beast', 0.9362972258441125]
['groaned', 0.9362972258441125]
['pickled', 0.9362972258441125]
['found', 0.9362972258441125]
['pettifoggers', 0.9362972258441125]
['wat', 0.9362972258441125]
['thereabouts', 0.9362972258441125]
['heart', 0.9362972258441125]
['abruptness', 0.9362972258441125]
['arbiters', 0.9362972258441125]
['whose', 0.9362972258441125]
['gladstone', 0.9362972258441125]
['supposed', 0.9362972258441125]
['forthcoming', 0.9362972258441125]
['reserves', 0.9362972258441125]
['wonnte', 0.9362972258441125]
['controls', 0.9362972258441125]
['faintest', 0.9362972258441125]
['ambassadeurs', 0.9362972258441125]
['knows', 0.9362972258441125]
['nights', 0.9362972258441125]
['entendus', 0.9362972258441125]
['kissed', 0.9362972258441125]
['14th', 0.9362972258441125]
['eagerness', 0.9362972258441125]
['contretemps', 0.9362972258441125]
['complimented', 0.9362972258441125]
['glossy', 0.9362972258441125]
['fearless', 0.9362972258441125]
['embroidery', 0.9362972258441125]
['constituting', 0.9362972258441125]
['whiteness', 0.9362972258441125]
['geometry', 0.9362972258441125]
['barefooted', 0.9362972258441125]
['microcosm', 0.9362972258441125]
['_everything', 0.9362972258441125]
['assemblee', 0.9362972258441125]
['geysers', 0.9362972258441125]
['palish', 0.9361123247645082]
['outcry', 0.9358877695101067]
['sechs', 0.9357903408036031]
['characterize', 0.9357770541481432]
['alleys', 0.9355481738354444]
['types', 0.9354766394781631]
['telepathy', 0.9349826104201402]
['_xxii_', 0.9349674329771988]
['admiration', 0.9343061654797346]
['pincio', 0.9338272194066838]
['compound', 0.9338227013106757]
['cumbrous', 0.9335118125529134]
['revolutionary', 0.9331634668799784]
['imbue', 0.933068088571164]
['sanitation', 0.9328406361853384]
['californian', 0.9327335046932912]
['covetousness', 0.9323800416257483]
['combats', 0.9323800416257483]
['hamlet', 0.9323800416257483]
['enquiry', 0.9323800416257483]
['misfortunes', 0.9323800416257483]
['possessing', 0.9323800416257483]
['kingdom', 0.9323800416257483]
['resting', 0.9323800416257483]
['indeterminable', 0.9323800416257483]
['nameless', 0.9323800416257483]
['conjecture', 0.9323800416257483]
['narrowing', 0.9323800416257483]
['bewildering', 0.9323800416257483]
['courtyard', 0.9323800416257483]
['office', 0.9323800416257483]
['hindoo', 0.9323800416257483]
['impeded', 0.9323800416257483]
['tantalized', 0.932070148596323]
['ruins', 0.9320597139539394]
['crack', 0.9317106169203168]
['interviews', 0.931316395616795]
['realize', 0.9313117258445379]
['grandes', 0.9312379317895494]
['graceful', 0.9312189158368384]
['favorable', 0.9312188903415992]
['increase', 0.9311836207345301]
['logic', 0.9311836207345301]
['saranacs', 0.9311836207345301]
['theory', 0.9310779585750505]
['grasps', 0.9309913438083767]
['rather', 0.9309883198868582]
['errors', 0.9309338090172059]
['succeeding', 0.930707578116122]
['polyglot', 0.9304074067453885]
['wiped', 0.9304074067453885]
['outwardly', 0.9304074067453885]
['habitues', 0.9304074067453885]
['bubble', 0.9302568876124332]
['varmint', 0.9302568876124332]
['introspective', 0.9302568876124332]
['undergrowth', 0.9302568876124332]
['ominous', 0.9302568876124332]
['earthworm', 0.9302568876124332]
['customary', 0.9302568876124332]
['varenne', 0.9302568876124332]
['wool', 0.9302568876124332]
['feverishly', 0.9302568876124332]
['bilges', 0.9302208192426333]
['_xxvi_', 0.9301840974732287]
['musquitoes', 0.9300497704361174]
['friendships', 0.9300188266428164]
['porto', 0.9296599390605481]
['phee', 0.929538488609096]
['marche', 0.9294583157660045]
['odour', 0.9294379279737253]
['faun_', 0.9292244224889489]
['countermarching', 0.928901484407718]
['les', 0.9286540167885868]
['tellers', 0.9283513301791131]
['reformation', 0.9283513301791131]
['subsist', 0.9283513301791131]
['ew', 0.9283513301791131]
['ribs', 0.9283513301791131]
['frames', 0.9283513301791131]
['untied', 0.9282835727910668]
['majestically', 0.9282835727910668]
['disappearance', 0.9281046276154492]
['ties', 0.9278597661066326]
['prices', 0.9275418004122942]
['surprisedly', 0.9275099860360762]
['simplified', 0.9275063551869875]
['5th', 0.9274671960228889]
['enveloping', 0.9274671960228889]
['purely', 0.9274671960228889]
['boasts', 0.927426968370103]
['noised', 0.9273001367726058]
['jibe', 0.9271348403963815]
['cooeperation', 0.9269550623409596]
['investigating', 0.9269550623409596]
['naturedly', 0.9269550623409596]
['thirsts', 0.9269550623409596]
['envying', 0.9269550623409596]
['jima', 0.9269316177229168]
['haystacks', 0.9267664244740622]
['gray', 0.9267664244740622]
['retained', 0.9267664244740622]
['halliard', 0.9267664244740622]
['glistened', 0.9265999260459612]
['shout', 0.9265999260459612]
['negatived', 0.9265999260459612]
['recourse', 0.9265999260459612]
['avais', 0.9265999260459612]
['bigness', 0.9265999260459612]
['profitless', 0.9265999260459612]
['bluster', 0.9265694975653344]
['transgressions', 0.9264632034523361]
['footman', 0.9264509561843616]
['congratulated', 0.9262942458369646]
['restless', 0.9262256687497785]
['distribute', 0.9262256687497785]
['while', 0.9262256687497785]
['wannsee', 0.9259549701830492]
['sac', 0.9258403720406552]
['afterworks', 0.9255237343907526]
['messenger', 0.9255237343907526]
['arising', 0.9255237343907526]
['interessantes', 0.9255221478563481]
['championship', 0.9254770141292088]
['totter', 0.9254333871681224]
['checks', 0.9254333871681224]
['acoustics', 0.9252943975285886]
['assuming', 0.9252943975285886]
['exterior', 0.9252943975285886]
['lively', 0.9249886642169741]
['spinners', 0.9249886642169741]
['velocity', 0.9249886642169741]
['promising', 0.9249886642169741]
['accept', 0.9249886642169741]
['cadmus', 0.924558591477933]
['stake', 0.9245225133939938]
['fellows', 0.9245166551484238]
['irksome', 0.924311172153585]
['moderating', 0.9242302369352466]
['joyless', 0.9242120279905787]
['together', 0.9241796172862654]
['parody', 0.924172738490771]
['located', 0.9241611529801007]
['filtered', 0.923694859962466]
['qualified', 0.9236823021438947]
['smoothness', 0.9236208288096601]
['christianly', 0.9233957196085582]
['axe', 0.9233955980556252]
['puzzlings', 0.9233358730895357]
['pair', 0.9230729085432462]
['superseded', 0.9230729085432462]
['lies', 0.923035518270525]
['doodle', 0.922622966089309]
['reads', 0.9226118254751736]
['sociable', 0.9226106883927337]
['susanna', 0.9225573342433161]
['credibility', 0.9224494899745291]
['professorship', 0.9224434627597619]
['councils', 0.9224283612311943]
['perseus', 0.9223169304927787]
['whitish', 0.9221692335964697]
['daystar', 0.9220358386717463]
['newsletter', 0.9219948661732045]
['superintend', 0.9219392370135535]
['germain', 0.9219362352367642]
['quare', 0.9219286274830722]
['souci', 0.9219286274830722]
['extend', 0.9219286274830722]
['lookin', 0.9219286274830722]
['eradicate', 0.9219286274830722]
['sextus', 0.9219286274830722]
['conditioned', 0.9219286274830722]
['eighteen', 0.9219286274830722]
['boiled', 0.9219286274830722]
['holystoned', 0.9219286274830722]
['outlived', 0.9219286274830722]
['haberdashery', 0.9219286274830722]
['haf', 0.9219286274830722]
['hat', 0.9219286274830722]
['topping', 0.9219286274830722]
['locksmithing', 0.9219286274830722]
['mollard', 0.9219286274830722]
['addington', 0.9219286274830722]
['complications', 0.9219286274830722]
['role', 0.9219286274830722]
['circumstances', 0.9219286274830722]
['embark', 0.9219286274830722]
['deranging', 0.9219286274830722]
['cooks', 0.9219286274830722]
['meadow', 0.9219286274830722]
['dusty', 0.9219286274830722]
['pavilions', 0.9219286274830722]
['admired', 0.9219286274830722]
['temperate', 0.9219286274830722]
['quarter', 0.9219286274830722]
['bursting', 0.9219286274830722]
['disasters', 0.9219286274830722]
['herds', 0.9219286274830722]
['unburied', 0.9219286274830722]
['illness', 0.9219286274830722]
['erudition', 0.9219286274830722]
['diplomatist', 0.9219286274830722]
['orally', 0.9219286274830722]
['imagines', 0.9219286274830722]
['aggressive', 0.9219286274830722]
['welcomed', 0.9219286274830722]
['fit', 0.9219286274830722]
['loveliest', 0.9219286274830722]
['compels', 0.9219286274830722]
['reformatory', 0.9219286274830722]
['chabot', 0.9219286274830722]
